"","observed_on","year","prism_tmin","prism_tmax","Month","Day","yday","Latitude","id","local_hour","hour_temperature","color","colorid","season"
"7213","2019-01-27",2019,5.99375354362099,17.7007823882926,1,27,27,28,19911011,14,17.7007823882926,"brown",0,"Non-Breeding season"
"7214","2014-03-21",2014,9.06883965658899,21.5342801116524,3,21,80,28,20289736,14,21.5342801116524,"green",1,"Non-Breeding season"
"7215","2019-03-09",2019,11.4474761546907,22.0483838575673,3,9,68,28,21095877,16,21.2196528600625,"green",1,"Non-Breeding season"
"7216","2019-03-17",2019,11.4474761546907,22.0483838575673,3,17,76,28,21341271,18,18.9467947644366,"brown",0,"Non-Breeding season"
"7217","2019-03-24",2019,11.4474761546907,22.0483838575673,3,24,83,28,21579545,14,22.0483838575673,"green",1,"Non-Breeding season"
"7218","2019-04-09",2019,13.9501639339312,26.7175039290134,4,9,99,28,22257748,14,26.7175039290134,"green",1,"Breeding season"
"7219","2019-04-08",2019,13.9501639339312,26.7175039290134,4,8,98,28,22271526,12,25.8159189982462,"green",1,"Breeding season"
"7220","2019-04-20",2019,13.9501639339312,26.7175039290134,4,20,110,28,22756036,10,23.3620243147712,"green",1,"Breeding season"
"7221","2019-04-20",2019,13.9501639339312,26.7175039290134,4,20,110,28,22795069,18,23.3620243147712,"brown",0,"Breeding season"
"7222","2019-04-20",2019,13.9501639339312,26.7175039290134,4,20,110,28,22795077,18,23.3620243147712,"green",1,"Breeding season"
"7223","2019-04-20",2019,13.9501639339312,26.7175039290134,4,20,110,28,22800940,12,25.8491006935424,"brown",0,"Breeding season"
"7224","2019-04-20",2019,13.9501639339312,26.7175039290134,4,20,110,28,22801028,12,25.8491006935424,"brown",0,"Breeding season"
"7225","2019-04-12",2019,13.9501639339312,26.7175039290134,4,12,102,28,22826791,20,19.295492049743,"green",1,"Breeding season"
"7226","2019-04-16",2019,13.9501639339312,26.7175039290134,4,16,106,28,22864247,11,24.7682223403364,"brown",0,"Breeding season"
"7227","2019-04-24",2019,13.9501639339312,26.7175039290134,4,24,114,28,23075678,15,26.5011253990072,"brown",0,"Breeding season"
"7228","2019-04-26",2019,13.9501639339312,26.7175039290134,4,26,116,28,23231682,13,26.5023820547649,"green",1,"Breeding season"
"7229","2019-04-30",2019,13.9501639339312,26.7175039290134,4,30,120,28,24235065,11,24.8454937302626,"brown",0,"Breeding season"
"7230","2019-04-30",2019,13.9501639339312,26.7175039290134,4,30,120,28,24235692,13,26.5048043624961,"green",1,"Breeding season"
"7231","2019-05-01",2019,21.46016949384,29.90541982838,5,1,121,28,24324020,12,29.3488522752839,"brown",0,"Breeding season"
"7232","2019-04-27",2019,13.9501639339312,26.7175039290134,4,27,117,28,24638701,13,26.5029991681448,"brown",0,"Breeding season"
"7233","2019-04-27",2019,13.9501639339312,26.7175039290134,4,27,117,28,24638705,16,25.8666926974174,"green",1,"Breeding season"
"7234","2019-05-10",2019,21.46016949384,29.90541982838,5,10,130,28,24911887,17,28.6983532986526,"green",1,"Breeding season"
"7235","2019-05-13",2019,21.46016949384,29.90541982838,5,13,133,28,25074855,14,29.90541982838,"green",1,"Breeding season"
"7236","2019-05-13",2019,21.46016949384,29.90541982838,5,13,133,28,25074856,14,29.90541982838,"brown",0,"Breeding season"
"7237","2019-05-30",2019,21.46016949384,29.90541982838,5,30,150,28,26148084,17,28.7443770416665,"green",1,"Breeding season"
"7238","2019-08-11",2019,24.71650098194,37.3343229530994,8,11,223,28,30686854,13,37.1259672269515,"green",1,"Breeding season"
"7239","2019-08-13",2019,24.71650098194,37.3343229530994,8,13,225,28,30763910,10,34.1199901293773,"green",1,"Breeding season"
"7240","2019-09-08",2019,23.3945598883154,35.2560549525066,9,8,251,28,32559808,10,31.9993491691137,"green",1,"Non-Breeding season"
"7241","2019-09-08",2019,23.3945598883154,35.2560549525066,9,8,251,28,32559809,10,31.9993491691137,"green",1,"Non-Breeding season"
"7242","2019-09-08",2019,23.3945598883154,35.2560549525066,9,8,251,28,32559922,10,31.9993491691137,"green",1,"Non-Breeding season"
"7243","2019-09-23",2019,23.3945598883154,35.2560549525066,9,23,266,28,33291377,14,35.2560549525066,"green",1,"Non-Breeding season"
"7244","2019-09-08",2019,23.3945598883154,35.2560549525066,9,8,251,28,33464798,9,30.3047450600819,"green",1,"Non-Breeding season"
"7245","2019-10-02",2019,16.365801051025,29.5468033539687,10,2,275,28,33763943,13,29.2901905969817,"brown",0,"Non-Breeding season"
"7246","2010-09-24",2010,21.9922846655571,31.9711125489929,9,24,267,28,34360930,14,31.9711125489929,"green",1,"Non-Breeding season"
"7247","2019-10-14",2019,16.365801051025,29.5468033539687,10,14,287,28,34377058,14,29.5468033539687,"brown",0,"Non-Breeding season"
"7248","2019-11-05",2019,8.71595419030537,21.3828995383847,11,5,309,28,35344712,19,14.8624525417999,"brown",0,"Non-Breeding season"
"7249","2019-11-06",2019,8.71595419030537,21.3828995383847,11,6,310,28,35377418,11,18.9578838234205,"brown",0,"Non-Breeding season"
"7250","2019-11-06",2019,8.71595419030537,21.3828995383847,11,6,310,28,35377433,12,20.2850882925895,"brown",0,"Non-Breeding season"
"7251","2019-11-06",2019,8.71595419030537,21.3828995383847,11,6,310,28,35377581,13,21.1054072421851,"green",1,"Non-Breeding season"
"7252","2016-04-22",2016,15.8111328520075,27.621499997159,4,23,113,28,35868432,13,27.4207486525114,"green",1,"Breeding season"
"7253","2019-12-26",2019,6.57460700279752,21.4049947530187,12,26,360,28,36984656,16,20.0096490369338,"brown",0,"Non-Breeding season"
"7254","2019-12-27",2019,6.57460700279752,21.4049947530187,12,27,361,28,37015975,12,20.0101835379539,"brown",0,"Non-Breeding season"
"7255","2004-08-22",2004,22.3094636763578,34.5028380511319,8,23,235,28,37254026,14,34.5028380511319,"green",1,"Breeding season"
"7256","2018-09-18",2018,22.6559960692341,31.3585189880501,9,18,261,28,37458419,20,26.2180719990559,"brown",0,"Non-Breeding season"
"7257","2020-01-18",2020,8.53681184250029,20.9008419532426,1,18,18,28,37719595,14,20.9008419532426,"green",1,"Non-Breeding season"
"7258","2020-01-18",2020,8.53681184250029,20.9008419532426,1,18,18,28,37719684,14,20.9008419532426,"green",1,"Non-Breeding season"
"7259","2020-01-18",2020,8.53681184250029,20.9008419532426,1,18,18,28,37732067,14,20.9008419532426,"brown",0,"Non-Breeding season"
"7260","2020-01-18",2020,8.53681184250029,20.9008419532426,1,18,18,28,37732075,15,20.6153556444149,"brown",0,"Non-Breeding season"
"7261","2020-01-23",2020,8.53681184250029,20.9008419532426,1,23,23,28,37894908,14,20.9008419532426,"brown",0,"Non-Breeding season"
"7262","2020-03-08",2020,16.205235272802,26.7772257864787,3,9,68,28,39742011,9,21.9609445986022,"brown",0,"Non-Breeding season"
"7263","2019-06-28",2019,23.1766727838216,33.9007833965162,6,28,179,28,39872890,11,32.4497049408422,"green",1,"Breeding season"
"7264","2009-04-15",2009,15.0488920155621,28.3591112659863,4,15,105,28,39908846,11,26.3207289007562,"green",1,"Breeding season"
"7265","2009-04-15",2009,15.0488920155621,28.3591112659863,4,15,105,28,39908847,12,27.4398278157193,"green",1,"Breeding season"
"7266","2016-04-26",2016,15.8111328520075,27.621499997159,4,27,117,28,39908862,18,24.578240474292,"brown",0,"Breeding season"
"7267","2020-03-17",2020,16.205235272802,26.7772257864787,3,18,77,28,40165178,19,21.6755640395924,"green",1,"Non-Breeding season"
"7268","2020-03-14",2020,16.205235272802,26.7772257864787,3,15,74,28,40258103,10,23.6634743936651,"green",1,"Non-Breeding season"
"7269","2020-03-28",2020,16.205235272802,26.7772257864787,3,29,88,28,40905620,20,20.5454794863284,"green",1,"Non-Breeding season"
"7270","2020-03-30",2020,16.205235272802,26.7772257864787,3,31,90,28,41060954,12,26.0107853216051,"green",1,"Non-Breeding season"
"7271","2020-03-30",2020,16.205235272802,26.7772257864787,3,31,90,28,41061127,12,26.0107853216051,"brown",0,"Non-Breeding season"
"7272","2020-04-07",2020,15.0836989489525,27.8903442396543,4,8,98,28,41668896,15,27.6622223646365,"brown",0,"Breeding season"
"7273","2020-04-09",2020,15.0836989489525,27.8903442396543,4,10,100,28,41773469,11,25.898369523672,"green",1,"Breeding season"
"7274","2020-04-09",2020,15.0836989489525,27.8903442396543,4,10,100,28,41773495,12,26.9917779615622,"green",1,"Breeding season"
"7275","2020-04-09",2020,15.0836989489525,27.8903442396543,4,10,100,28,41773503,12,26.9917779615622,"green",1,"Breeding season"
"7276","2020-04-14",2020,15.0836989489525,27.8903442396543,4,15,105,28,42190797,13,27.6672756090936,"green",1,"Breeding season"
"7277","2020-04-14",2020,15.0836989489525,27.8903442396543,4,15,105,28,42190801,13,27.6672756090936,"green",1,"Breeding season"
"7278","2020-04-14",2020,15.0836989489525,27.8903442396543,4,15,105,28,42191051,14,27.8903442396543,"green",1,"Breeding season"
"7279","2020-04-22",2020,15.0836989489525,27.8903442396543,4,23,113,28,42922553,20,20.5348332139328,"green",1,"Breeding season"
"7280","2020-04-24",2020,15.0836989489525,27.8903442396543,4,25,115,28,43511870,12,27.0320154228035,"green",1,"Breeding season"
"7281","2020-04-26",2020,15.0836989489525,27.8903442396543,4,27,117,28,43701305,12,27.0369137164137,"brown",0,"Breeding season"
"7282","2020-04-26",2020,15.0836989489525,27.8903442396543,4,27,117,28,43701327,12,27.0369137164137,"brown",0,"Breeding season"
"7283","2020-05-05",2020,19.4774993324155,31.7791688660676,5,6,126,28,45006419,15,31.5774959540859,"brown",0,"Breeding season"
"7284","2012-05-04",2012,20.1192935187155,31.5586649248113,5,5,125,28,46558375,15,31.3706406665623,"green",1,"Breeding season"
"7285","2020-05-24",2020,19.4774993324155,31.7791688660676,5,25,145,28,47471534,15,31.5857303015841,"brown",0,"Breeding season"
"7286","2020-06-04",2020,22.3772218539453,32.7553880720238,6,5,156,28,48445413,11,31.3394578442224,"brown",0,"Breeding season"
"7287","2020-06-17",2020,22.3772218539453,32.7553880720238,6,18,169,28,50010171,13,32.5962221654107,"green",1,"Breeding season"
"7288","2020-06-20",2020,22.3772218539453,32.7553880720238,6,21,172,28,50280382,11,31.3527383880341,"green",1,"Breeding season"
"7289","2020-07-07",2020,24.5212061392699,35.5838579831947,7,8,189,28,52305745,13,35.412834723518,"green",1,"Breeding season"
"7290","2020-07-17",2020,24.5212061392699,35.5838579831947,7,18,199,28,53426250,12,34.8959167033627,"green",1,"Breeding season"
"7291","2020-08-07",2020,23.6237683196343,36.192444034896,8,8,220,28,55718048,13,35.9865120486697,"green",1,"Breeding season"
"7292","2020-08-26",2020,23.6237683196343,36.192444034896,8,27,239,28,57693598,20,28.9285194572437,"green",1,"Breeding season"
"7293","2020-08-31",2020,23.6237683196343,36.192444034896,9,1,244,28,58215415,23,26.285887801669,"green",1,"Non-Breeding season"
"7294","2020-09-01",2020,21.0416341757899,31.4017814279227,9,2,245,28,58304765,23,23.2363398454537,"green",1,"Non-Breeding season"
"7295","2020-09-12",2020,21.0416341757899,31.4017814279227,9,13,256,28,59393875,10,28.5124096086467,"green",1,"Non-Breeding season"
"7296","2020-09-13",2020,21.0416341757899,31.4017814279227,9,14,257,28,60476170,14,31.4017814279227,"green",1,"Non-Breeding season"
"7297","2020-09-13",2020,21.0416341757899,31.4017814279227,9,14,257,28,60476178,15,31.2120647929966,"green",1,"Non-Breeding season"
"7298","2020-09-25",2020,21.0416341757899,31.4017814279227,9,26,269,28,60710539,9,26.8293291346079,"brown",0,"Non-Breeding season"
"7299","2020-09-27",2020,21.0416341757899,31.4017814279227,9,28,271,28,61127888,0,21.0416341757899,"green",1,"Non-Breeding season"
"7300","2020-09-13",2020,21.0416341757899,31.4017814279227,9,14,257,28,61147950,13,31.2120647929966,"green",1,"Non-Breeding season"
"7301","2020-10-08",2020,15.7357519684038,29.238495420411,10,9,282,28,62073577,15,28.9691677981571,"brown",0,"Non-Breeding season"
"7302","2020-11-03",2020,13.0869914973594,26.6968743432879,11,4,308,28,64136311,10,22.2097464759762,"green",1,"Non-Breeding season"
"7303","2021-03-30",2021,11.9574578106403,24.9607733906252,3,30,89,28,72496826,13,24.7221180251238,"green",1,"Non-Breeding season"
"7304","2021-03-30",2021,11.9574578106403,24.9607733906252,3,30,89,28,72496828,13,24.7221180251238,"green",1,"Non-Breeding season"
"7305","2021-04-03",2021,15.8220519953997,27.1352806958852,4,3,93,28,73073850,12,26.3232278920189,"brown",0,"Breeding season"
"7306","2021-04-10",2021,15.8220519953997,27.1352806958852,4,10,100,28,74797126,17,25.3755953906434,"green",1,"Breeding season"
"7307","2021-04-23",2021,15.8220519953997,27.1352806958852,4,23,113,28,75675100,13,26.9429796568053,"green",1,"Breeding season"
"7308","2021-04-27",2021,15.8220519953997,27.1352806958852,4,27,117,28,77547826,16,26.3813709505746,"brown",0,"Breeding season"
"7309","2021-05-02",2021,19.8953541401793,29.2008405474468,5,2,122,28,77694178,14,29.2008405474468,"green",1,"Breeding season"
"7310","2021-05-03",2021,19.8953541401793,29.2008405474468,5,3,123,28,78081374,12,28.5908712244155,"brown",0,"Breeding season"
"7311","2021-05-10",2021,19.8953541401793,29.2008405474468,5,10,130,28,78661345,23,21.8611645998363,"green",1,"Breeding season"
"7312","2021-05-22",2021,19.8953541401793,29.2008405474468,5,22,142,28,79896767,11,27.9044432439353,"green",1,"Breeding season"
"7313","2021-05-22",2021,19.8953541401793,29.2008405474468,5,22,142,28,79896770,11,27.9044432439353,"brown",0,"Breeding season"
"7314","2021-06-11",2021,23.1228461502734,32.3758310535191,6,11,162,28,82585461,11,31.1202872807435,"green",1,"Breeding season"
"7315","2021-07-01",2021,23.5055365450095,32.4341627958557,7,1,182,28,85330352,12,31.8894470152112,"green",1,"Breeding season"
"7316","2021-09-05",2021,20.3632426842345,33.8131510780744,9,5,248,28,93689339,2,20.3632426842345,"green",1,"Non-Breeding season"
"7317","2021-09-06",2021,20.3632426842345,33.8131510780744,9,6,249,28,93832864,2,20.3632426842345,"green",1,"Non-Breeding season"
"7318","2021-09-08",2021,20.3632426842345,33.8131510780744,9,8,251,28,94128072,13,33.5716653091072,"green",1,"Non-Breeding season"
"7319","2021-09-12",2021,20.3632426842345,33.8131510780744,9,12,255,28,94626083,2,20.3632426842345,"brown",0,"Non-Breeding season"
"7320","2021-10-04",2021,17.7186881668905,30.16165109205,10,4,277,28,97177077,14,30.16165109205,"brown",0,"Non-Breeding season"
"7321","2021-10-15",2021,17.7186881668905,30.16165109205,10,15,288,28,98298806,12,29.1583901925481,"green",1,"Non-Breeding season"
"7322","2021-10-18",2021,17.7186881668905,30.16165109205,10,18,291,28,98676990,13,29.9056262782589,"brown",0,"Non-Breeding season"
"7323","2021-10-20",2021,17.7186881668905,30.16165109205,10,20,293,28,98814184,15,29.9038673781801,"green",1,"Non-Breeding season"
"7324","2021-11-11",2021,10.5555961690648,23.8519283133651,11,11,315,28,100910988,14,23.8519283133651,"brown",0,"Non-Breeding season"
"7325","2021-11-17",2021,10.5555961690648,23.8519283133651,11,17,321,28,101342920,11,21.226511342745,"brown",0,"Non-Breeding season"
"7326","2021-12-26",2021,13.6396621250357,24.7295431940967,12,26,360,28,103711181,3,13.6396621250357,"brown",0,"Non-Breeding season"
"7327","2021-12-31",2021,13.6396621250357,24.7295431940967,12,31,365,28,104035683,10,20.7628576021726,"green",1,"Non-Breeding season"
"7328","2022-01-13",2022,4.15030339390532,18.4259945116742,1,13,13,28,104876941,13,18.0929974661299,"brown",0,"Non-Breeding season"
"7329","2012-04-11",2012,16.9147581751434,29.818856357904,4,12,102,28,105456835,10,26.3456562516473,"green",1,"Breeding season"
"7330","2012-04-12",2012,16.9147581751434,29.818856357904,4,13,103,28,105457268,10,26.3562040758375,"green",1,"Breeding season"
"7331","2022-02-15",2022,3.62118871719452,17.989223670585,2,15,46,28,106830035,10,13.3485968750323,"brown",0,"Non-Breeding season"
"7332","2022-03-24",2022,8.19514289123854,24.4372937292328,3,24,83,28,109601787,17,21.766900814586,"green",1,"Non-Breeding season"
"7333","2021-10-18",2021,17.7186881668905,30.16165109205,10,18,291,28,109707120,15,29.9056262782589,"brown",0,"Non-Breeding season"
"7334","2022-04-02",2022,17.5654598455779,29.4021443952441,4,2,92,28,110228246,10,26.1151649467635,"brown",0,"Breeding season"
"7335","2022-04-02",2022,17.5654598455779,29.4021443952441,4,2,92,28,110228249,10,26.1151649467635,"brown",0,"Breeding season"
"7336","2022-04-03",2022,17.5654598455779,29.4021443952441,4,3,93,28,110364221,10,26.1256112152223,"green",1,"Breeding season"
"7337","2022-04-04",2022,17.5654598455779,29.4021443952441,4,4,94,28,110438633,14,29.4021443952441,"green",1,"Breeding season"
"7338","2022-04-12",2022,17.5654598455779,29.4021443952441,4,12,102,28,111274472,16,28.5769016663894,"green",1,"Breeding season"
"7339","2022-04-14",2022,17.5654598455779,29.4021443952441,4,14,104,28,111470651,16,28.5820783666722,"green",1,"Breeding season"
"7340","2022-04-17",2022,17.5654598455779,29.4021443952441,4,17,107,28,111844653,16,28.5896687200953,"green",1,"Breeding season"
"7341","2022-04-20",2022,17.5654598455779,29.4021443952441,4,20,110,28,112232615,19,24.1953638870519,"green",1,"Breeding season"
"7342","2022-04-20",2022,17.5654598455779,29.4021443952441,4,20,110,28,112240374,20,22.5807455904572,"brown",0,"Breeding season"
"7343","2022-04-23",2022,17.5654598455779,29.4021443952441,4,23,113,28,112786471,17,27.6321631439412,"green",1,"Breeding season"
"7344","2022-04-28",2022,17.5654598455779,29.4021443952441,4,28,118,28,113470979,13,29.2038406934437,"brown",0,"Breeding season"
"7345","2022-04-25",2022,17.5654598455779,29.4021443952441,4,25,115,28,113756451,12,28.608824426249,"green",1,"Breeding season"
"7346","2022-04-30",2022,17.5654598455779,29.4021443952441,4,30,120,28,113947808,11,27.6665914762409,"green",1,"Breeding season"
"7347","2022-05-01",2022,22.0994887426886,33.5509977116011,5,1,121,28,114467160,14,33.5509977116011,"green",1,"Breeding season"
"7348","2022-05-01",2022,22.0994887426886,33.5509977116011,5,1,121,28,114517593,22,25.1544357941012,"brown",0,"Breeding season"
"7349","2022-04-30",2022,17.5654598455779,29.4021443952441,4,30,120,28,115151119,11,27.6665914762409,"green",1,"Breeding season"
"7350","2022-05-05",2022,22.0994887426886,33.5509977116011,5,5,125,28,115688382,16,32.8042901915374,"green",1,"Breeding season"
"7351","2008-05-14",2008,20.6416272904861,31.8512654023645,5,15,135,28,116754265,13,31.6714409601857,"green",1,"Breeding season"
"7352","2007-04-18",2007,13.8816659069811,24.562933243382,4,18,108,28,116759720,20,18.3937196626867,"brown",0,"Breeding season"
"7353","2022-05-15",2022,22.0994887426886,33.5509977116011,5,15,135,28,117128555,9,29.2465244522033,"green",1,"Breeding season"
"7354","2022-05-23",2022,22.0994887426886,33.5509977116011,5,23,143,28,118391148,12,32.83381999591,"brown",0,"Breeding season"
"7355","2022-06-17",2022,23.4532628421384,36.252266199801,6,17,168,28,122173075,11,34.5210500753128,"brown",0,"Breeding season"
"7356","2010-08-09",2010,23.6719077188931,36.1380222236923,8,9,221,28,123932809,14,36.1380222236923,"green",1,"Breeding season"
"7357","2022-07-05",2022,24.3102398936037,37.1490986834022,7,5,186,28,124894563,11,35.4042982461577,"green",1,"Breeding season"
"7358","2022-06-17",2022,23.4532628421384,36.252266199801,6,17,168,28,124963930,20,29.2592788181533,"green",1,"Breeding season"
"7359","2022-04-22",2022,17.5654598455779,29.4021443952441,4,22,112,28,124985573,16,28.6018327303877,"brown",0,"Breeding season"
"7360","2022-07-25",2022,24.3102398936037,37.1490986834022,7,25,206,28,127927283,20,29.9985304310965,"green",1,"Breeding season"
"7361","2022-08-04",2022,24.2777147205712,35.0251767036178,8,4,216,28,129624036,11,33.4897479589402,"green",1,"Breeding season"
"7362","2022-08-11",2022,24.2777147205712,35.0251767036178,8,11,223,28,130398619,11,33.4629122421158,"green",1,"Breeding season"
"7363","2022-08-22",2022,24.2777147205712,35.0251767036178,8,22,234,28,131961713,11,33.4151092183562,"green",1,"Breeding season"
"7364","2022-08-24",2022,24.2777147205712,35.0251767036178,8,24,236,28,132169967,11,33.4057502220899,"brown",0,"Breeding season"
"7365","2022-08-24",2022,24.2777147205712,35.0251767036178,8,24,236,28,132170905,12,34.2950137469583,"brown",0,"Breeding season"
"7366","2022-09-25",2022,21.226915689039,32.9211621097245,9,25,268,28,136457071,13,32.6989117948279,"green",1,"Non-Breeding season"
"7367","2022-09-26",2022,21.226915689039,32.9211621097245,9,26,269,28,136589695,12,32.0376171406536,"green",1,"Non-Breeding season"
"7368","2022-09-18",2022,21.226915689039,32.9211621097245,9,18,261,28,136763709,8,25.9209898561122,"green",1,"Non-Breeding season"
"7369","2022-09-25",2022,21.226915689039,32.9211621097245,9,25,268,28,137092919,10,29.5315560350602,"green",1,"Non-Breeding season"
"7370","2022-10-11",2022,15.0428493918549,29.0929724283867,10,11,284,28,138416088,14,29.0929724283867,"brown",0,"Non-Breeding season"
"7371","2022-10-21",2022,15.0428493918549,29.0929724283867,10,21,294,28,139546069,11,26.5366623654642,"green",1,"Non-Breeding season"
"7372","2022-11-04",2022,11.3433600637613,20.9031151508162,11,4,308,28,141109517,12,20.079699335909,"brown",0,"Non-Breeding season"
"7373","2022-11-04",2022,11.3433600637613,20.9031151508162,11,4,308,28,141109531,15,20.6949957796033,"brown",0,"Non-Breeding season"
"7374","2022-11-06",2022,11.3433600637613,20.9031151508162,11,6,310,28,141345988,15,20.6936914644169,"green",1,"Non-Breeding season"
"7375","2022-10-30",2022,15.0428493918549,29.0929724283867,10,30,303,28,141748749,14,29.0929724283867,"green",1,"Non-Breeding season"
"7376","2022-11-24",2022,11.3433600637613,20.9031151508162,11,24,328,28,142793530,13,20.6831197169264,"brown",0,"Non-Breeding season"
"7377","2022-11-29",2022,11.3433600637613,20.9031151508162,11,29,333,28,143291931,13,20.6807697447824,"brown",0,"Non-Breeding season"
"7378","2021-09-30",2021,20.3632426842345,33.8131510780744,9,30,273,28,143687011,19,27.2785883377941,"brown",0,"Non-Breeding season"
"7379","2022-12-07",2022,8.58463552211906,19.3417865356226,12,7,341,28,143892512,16,18.3395488481551,"green",1,"Non-Breeding season"
"7380","2022-12-16",2022,8.58463552211906,19.3417865356226,12,16,350,28,144514426,17,17.1122319847638,"brown",0,"Non-Breeding season"
"7381","2010-06-27",2010,23.5572941740146,33.4556792930783,6,27,178,28,145454414,14,33.4556792930783,"brown",0,"Breeding season"
"7382","2023-01-01",2023,8.33711494099717,22.1172278794943,1,1,1,28,145632242,12,20.825412787803,"brown",0,"Non-Breeding season"
"7383","2023-01-01",2023,8.33711494099717,22.1172278794943,1,1,1,28,145643085,21,12.7169480397889,"green",1,"Non-Breeding season"
"7384","2023-01-12",2023,8.33711494099717,22.1172278794943,1,12,12,28,146396738,2,8.33711494099717,"green",1,"Non-Breeding season"
"7385","2021-06-13",2021,23.1228461502734,32.3758310535191,6,13,164,28,146600671,13,32.2336097825015,"green",1,"Breeding season"
"7386","2023-02-15",2023,8.66452650647821,21.0347963016071,2,15,46,28,148861642,12,19.9919971306131,"brown",0,"Non-Breeding season"
"7387","2023-02-15",2023,8.66452650647821,21.0347963016071,2,15,46,28,148876670,14,21.0347963016071,"green",1,"Non-Breeding season"
"7388","2023-02-19",2023,8.66452650647821,21.0347963016071,2,19,50,28,149822416,12,20.0058317610047,"brown",0,"Non-Breeding season"
"7389","2023-02-27",2023,8.66452650647821,21.0347963016071,2,27,58,28,149880425,11,18.8204057909569,"brown",0,"Non-Breeding season"
"7390","2023-03-08",2023,14.4004646898565,25.6207816906625,3,8,67,28,150631301,16,24.7405705234371,"green",1,"Non-Breeding season"
"7391","2023-03-27",2023,14.4004646898565,25.6207816906625,3,27,86,28,152595303,20,18.9947624736621,"brown",0,"Non-Breeding season"
"7392","2023-04-01",2023,15.6893341978183,26.1743355927043,4,1,91,28,153143577,11,24.4956018991631,"green",1,"Breeding season"
"7393","2023-04-02",2023,15.6893341978183,26.1743355927043,4,2,92,28,153868315,15,25.9838309326355,"brown",0,"Breeding season"
"7394","2023-04-08",2023,15.6893341978183,26.1743355927043,4,8,98,28,154037647,17,24.5331179843598,"green",1,"Breeding season"
"7395","2023-04-15",2023,15.6893341978183,26.1743355927043,4,15,105,28,155064470,11,24.5686188467486,"green",1,"Breeding season"
"7396","2023-04-15",2023,15.6893341978183,26.1743355927043,4,15,105,28,155064481,12,25.450178606482,"brown",0,"Breeding season"
"7397","2023-04-24",2023,15.6893341978183,26.1743355927043,4,24,114,28,156492065,14,26.1743355927043,"green",1,"Breeding season"
"7398","2023-04-21",2023,15.6893341978183,26.1743355927043,4,21,111,28,156568405,13,25.9950449105776,"green",1,"Breeding season"
"7399","2023-04-28",2023,15.6893341978183,26.1743355927043,4,28,118,28,157213313,10,23.4799425631043,"green",1,"Breeding season"
"7400","2023-04-27",2023,15.6893341978183,26.1743355927043,4,27,117,28,157412589,17,24.6242209723423,"green",1,"Breeding season"
"7401","2023-04-30",2023,15.6893341978183,26.1743355927043,4,30,120,28,158188964,12,25.4814493888935,"brown",0,"Breeding season"
"7402","2023-04-28",2023,15.6893341978183,26.1743355927043,4,28,118,28,159240001,18,23.4799425631043,"brown",0,"Breeding season"
"7403","2023-05-14",2023,19.7210312142422,29.6230529821356,5,14,134,28,161701242,15,29.4638471880757,"brown",0,"Breeding season"
"7404","2023-05-14",2023,19.7210312142422,29.6230529821356,5,14,134,28,161701243,15,29.4638471880757,"brown",0,"Breeding season"
"7405","2023-05-14",2023,19.7210312142422,29.6230529821356,5,14,134,28,161701248,15,29.4638471880757,"brown",0,"Breeding season"
"7406","2023-05-14",2023,19.7210312142422,29.6230529821356,5,14,134,28,161729898,14,29.6230529821356,"green",1,"Breeding season"
"7407","2023-05-15",2023,19.7210312142422,29.6230529821356,5,15,135,28,161875406,16,28.9927585261595,"green",1,"Breeding season"
"7408","2023-05-16",2023,19.7210312142422,29.6230529821356,5,16,136,28,162081152,18,27.1872816097514,"green",1,"Breeding season"
"7409","2023-05-16",2023,19.7210312142422,29.6230529821356,5,16,136,28,162081168,18,27.1872816097514,"green",1,"Breeding season"
"7410","2023-05-25",2023,19.7210312142422,29.6230529821356,5,25,145,28,163724700,18,27.2284798665422,"green",1,"Breeding season"
"7411","2020-11-26",2020,13.0869914973594,26.6968743432879,11,27,331,28,165047469,0,13.0869914973594,"brown",0,"Non-Breeding season"
"7412","2023-05-24",2023,19.7210312142422,29.6230529821356,5,24,144,28,166913030,13,29.4670710106613,"brown",0,"Breeding season"
"7413","2023-06-15",2023,23.6056867357324,35.5163611073769,6,15,166,28,167635060,20,29.005488770609,"brown",0,"Breeding season"
"7414","2023-06-18",2023,23.6056867357324,35.5163611073769,6,18,169,28,168574063,13,35.3336917181128,"brown",0,"Breeding season"
"7415","2023-06-21",2023,23.6056867357324,35.5163611073769,6,21,172,28,168754389,20,29.0119951644377,"green",1,"Breeding season"
"7416","2023-06-27",2023,23.6056867357324,35.5163611073769,6,27,178,28,169876190,21,27.7361680033711,"green",1,"Breeding season"
"7417","2023-07-15",2023,24.6279161906367,37.05412329866,7,15,196,28,173063100,9,32.5046879095498,"green",1,"Breeding season"
"7418","2023-07-15",2023,24.6279161906367,37.05412329866,7,15,196,28,173071396,15,36.8603166410077,"brown",0,"Breeding season"
"7419","2023-07-09",2023,24.6279161906367,37.05412329866,7,9,190,28,173863682,8,30.7356098952886,"brown",0,"Breeding season"
"7420","2023-07-18",2023,24.6279161906367,37.05412329866,7,18,199,28,173873844,23,27.2527692871265,"green",1,"Breeding season"
"7421","2023-07-22",2023,24.6279161906367,37.05412329866,7,22,203,28,174292349,12,36.276046415104,"green",1,"Breeding season"
"7422","2023-07-23",2023,24.6279161906367,37.05412329866,7,23,204,28,174606575,21,28.8843990049016,"green",1,"Breeding season"
