"","observed_on","year","prism_tmin","prism_tmax","Month","Day","yday","Latitude","id","local_hour","hour_temperature","color","colorid","season"
"2363","2020-03-06",2020,17.2441674566947,25.2161232374291,3,7,66,30,39623242,12,24.5860657880259,"brown",0,"Non-Breeding season"
"2364","2020-03-08",2020,14.5818721338415,24.694128472128,3,9,68,30,39722873,20,18.6301495117243,"brown",0,"Non-Breeding season"
"2365","2020-03-11",2020,14.5818721338415,24.694128472128,3,12,71,30,39844413,13,24.4961310198966,"brown",0,"Non-Breeding season"
"2366","2020-03-10",2020,14.5818721338415,24.694128472128,3,11,70,30,39851623,20,18.6396908390906,"green",1,"Non-Breeding season"
"2367","2020-03-11",2020,17.2441674566947,25.2161232374291,3,12,71,30,39860770,17,23.8477444849305,"green",1,"Non-Breeding season"
"2368","2020-03-12",2020,14.5818721338415,24.694128472128,3,13,72,30,39899694,16,23.9128479184161,"green",1,"Non-Breeding season"
"2369","2020-03-14",2020,14.5818721338415,24.694128472128,3,15,74,30,40019937,19,19.7775802513482,"green",1,"Non-Breeding season"
"2370","2020-03-17",2020,14.5818721338415,24.694128472128,3,18,77,30,40139621,14,24.694128472128,"green",1,"Non-Breeding season"
"2371","2020-03-17",2020,14.5818721338415,24.694128472128,3,18,77,30,40149089,11,22.996496805167,"brown",0,"Non-Breeding season"
"2372","2020-03-23",2020,17.2441674566947,25.2161232374291,3,24,83,30,40614973,14,25.2161232374291,"green",1,"Non-Breeding season"
"2373","2020-03-24",2020,14.5818721338415,24.694128472128,3,25,84,30,40643382,13,24.505616367855,"green",1,"Non-Breeding season"
"2374","2020-03-26",2020,14.5818721338415,24.694128472128,3,27,86,30,40772345,15,24.5070105788176,"brown",0,"Non-Breeding season"
"2375","2020-03-30",2020,14.5818721338415,24.694128472128,3,31,90,30,41062267,15,24.5097423166493,"green",1,"Non-Breeding season"
"2376","2020-03-23",2020,17.2441674566947,25.2161232374291,3,24,83,30,41084414,12,24.6250346083484,"green",1,"Non-Breeding season"
"2377","2020-03-23",2020,17.2441674566947,25.2161232374291,3,24,83,30,41084423,12,24.6250346083484,"green",1,"Non-Breeding season"
"2378","2020-03-31",2020,14.5818721338415,24.694128472128,4,1,91,30,41635170,17,23.0804998495347,"brown",0,"Breeding season"
"2379","2020-04-08",2020,12.7779991145977,25.1111698901913,4,9,99,30,41742676,23,15.3910131878906,"green",1,"Breeding season"
"2380","2020-04-09",2020,12.7779991145977,25.1111698901913,4,10,100,30,41775552,11,23.203890025041,"green",1,"Breeding season"
"2381","2020-04-10",2020,12.7779991145977,25.1111698901913,4,11,101,30,41856907,20,17.9486688704781,"green",1,"Breeding season"
"2382","2020-04-10",2020,12.7779991145977,25.1111698901913,4,11,101,30,42095598,12,24.2538513865709,"green",1,"Breeding season"
"2383","2020-04-14",2020,12.7779991145977,25.1111698901913,4,15,105,30,42211197,20,17.9825556723079,"brown",0,"Breeding season"
"2384","2020-04-15",2020,16.2878001350174,26.493645344112,4,16,106,30,42285409,12,25.796150081954,"green",1,"Breeding season"
"2385","2020-04-15",2020,12.7779991145977,25.1111698901913,4,16,106,30,42393535,17,23.2419055070265,"brown",0,"Breeding season"
"2386","2020-04-17",2020,12.7779991145977,25.1111698901913,4,18,108,30,42467959,12,24.2738709625899,"green",1,"Breeding season"
"2387","2020-04-13",2020,12.7779991145977,25.1111698901913,4,14,104,30,42469585,18,21.8336361673622,"green",1,"Breeding season"
"2388","2020-03-15",2020,14.5818721338415,24.694128472128,3,16,75,30,42589272,11,22.9839158301931,"brown",0,"Non-Breeding season"
"2389","2020-04-18",2020,12.7779991145977,25.1111698901913,4,19,109,30,42591728,18,21.8859156616026,"brown",0,"Breeding season"
"2390","2020-04-19",2020,12.7779991145977,25.1111698901913,4,20,110,30,42613752,17,23.2660654322827,"green",1,"Breeding season"
"2391","2020-03-26",2020,14.5818721338415,24.694128472128,3,27,86,30,42694133,11,23.051360465088,"green",1,"Non-Breeding season"
"2392","2020-04-17",2020,12.7779991145977,25.1111698901913,4,18,108,30,42809128,23,15.3871744892035,"green",1,"Breeding season"
"2393","2020-04-24",2020,12.7779991145977,25.1111698901913,4,25,115,30,43097829,11,23.294850569851,"green",1,"Breeding season"
"2394","2020-04-24",2020,12.7779991145977,25.1111698901913,4,25,115,30,43110911,17,23.294850569851,"green",1,"Breeding season"
"2395","2020-04-24",2020,16.2878001350174,26.493645344112,4,25,115,30,43142079,20,20.6680089727029,"green",1,"Breeding season"
"2396","2020-04-24",2020,12.7779991145977,25.1111698901913,4,25,115,30,43169835,13,24.9047770722649,"green",1,"Breeding season"
"2397","2020-04-24",2020,12.7779991145977,25.1111698901913,4,25,115,30,43187606,13,24.9047770722649,"green",1,"Breeding season"
"2398","2020-04-24",2020,12.7779991145977,25.1111698901913,4,25,115,30,43225912,17,23.294850569851,"green",1,"Breeding season"
"2399","2020-04-24",2020,12.7779991145977,25.1111698901913,4,25,115,30,43240138,15,24.9047770722649,"brown",0,"Breeding season"
"2400","2020-04-25",2020,12.7779991145977,25.1111698901913,4,26,116,30,43318489,8,18.3998457057958,"green",1,"Breeding season"
"2401","2020-04-25",2020,16.2878001350174,26.493645344112,4,26,116,30,43361307,11,24.9952207057745,"green",1,"Breeding season"
"2402","2020-04-24",2020,16.2878001350174,26.493645344112,4,25,115,30,43373431,13,26.3228528374361,"brown",0,"Breeding season"
"2403","2020-04-24",2020,16.2878001350174,26.493645344112,4,25,115,30,43380646,18,23.8737680079908,"green",1,"Breeding season"
"2404","2020-04-25",2020,12.7779991145977,25.1111698901913,4,26,116,30,43382193,18,21.9546954387267,"brown",0,"Breeding season"
"2405","2020-04-25",2020,12.7779991145977,25.1111698901913,4,26,116,30,43388517,17,23.3004108025947,"brown",0,"Breeding season"
"2406","2020-04-25",2020,12.7779991145977,25.1111698901913,4,26,116,30,43389001,17,23.3004108025947,"brown",0,"Breeding season"
"2407","2020-04-25",2020,12.7779991145977,25.1111698901913,4,26,116,30,43419244,11,23.3004108025947,"green",1,"Breeding season"
"2408","2020-04-25",2020,12.7779991145977,25.1111698901913,4,26,116,30,43436837,16,24.2950487433264,"green",1,"Breeding season"
"2409","2020-04-26",2020,12.7779991145977,25.1111698901913,4,27,117,30,43642926,2,12.7779991145977,"brown",0,"Breeding season"
"2410","2020-04-26",2020,12.7779991145977,25.1111698901913,4,27,117,30,43697402,12,24.2975598448935,"green",1,"Breeding season"
"2411","2020-04-26",2020,12.7779991145977,25.1111698901913,4,27,117,30,43706319,14,25.1111698901913,"green",1,"Breeding season"
"2412","2020-04-26",2020,12.7779991145977,25.1111698901913,4,27,117,30,43715248,13,24.9060618437914,"brown",0,"Breeding season"
"2413","2020-04-10",2020,12.7779991145977,25.1111698901913,4,11,101,30,43717822,16,24.2538513865709,"green",1,"Breeding season"
"2414","2020-04-26",2020,12.7779991145977,25.1111698901913,4,27,117,30,43720640,16,24.2975598448935,"brown",0,"Breeding season"
"2415","2020-04-26",2020,12.7779991145977,25.1111698901913,4,27,117,30,43755633,16,24.2975598448935,"green",1,"Breeding season"
"2416","2020-04-26",2020,16.2878001350174,26.493645344112,4,27,117,30,43804272,20,20.6831038098193,"green",1,"Breeding season"
"2417","2020-04-26",2020,12.7779991145977,25.1111698901913,4,27,117,30,43831861,20,18.0894681523233,"green",1,"Breeding season"
"2418","2020-04-24",2020,16.2878001350174,26.493645344112,4,25,115,30,43931139,21,19.714913509142,"green",1,"Breeding season"
"2419","2020-04-27",2020,16.2878001350174,26.493645344112,4,28,118,30,43937282,10,23.8970547544558,"green",1,"Breeding season"
"2420","2020-04-27",2020,16.2878001350174,26.493645344112,4,28,118,30,43966167,15,26.3244376255535,"green",1,"Breeding season"
"2421","2020-04-26",2020,12.7779991145977,25.1111698901913,4,27,117,30,43987455,16,24.2975598448935,"green",1,"Breeding season"
"2422","2020-04-26",2020,12.7779991145977,25.1111698901913,4,27,117,30,44069444,12,24.2975598448935,"green",1,"Breeding season"
"2423","2020-04-27",2020,12.7779991145977,25.1111698901913,4,28,118,30,44155403,15,24.9066921965976,"green",1,"Breeding season"
"2424","2020-04-27",2020,12.7779991145977,25.1111698901913,4,28,118,30,44439061,12,24.3000393879684,"green",1,"Breeding season"
"2425","2020-05-02",2020,17.6205517316411,29.349781293157,5,3,123,30,44608027,11,27.6628576651837,"green",1,"Breeding season"
"2426","2020-04-26",2020,16.2878001350174,26.493645344112,4,27,117,30,44657085,13,26.3239160011243,"green",1,"Breeding season"
"2427","2020-05-02",2020,17.6205517316411,29.349781293157,5,3,123,30,44669818,16,28.5896970983959,"green",1,"Breeding season"
"2428","2020-04-21",2020,12.7779991145977,25.1111698901913,4,23,113,30,44946993,2,12.7779991145977,"green",1,"Breeding season"
"2429","2020-03-15",2020,14.5818721338415,24.694128472128,3,16,75,30,44953095,19,19.7890036396817,"brown",0,"Non-Breeding season"
"2430","2020-04-30",2020,12.7779991145977,25.1111698901913,5,1,121,30,45048956,4,12.7779991145977,"green",1,"Breeding season"
"2431","2020-05-07",2020,17.6205517316411,29.349781293157,5,8,128,30,45206185,14,29.349781293157,"green",1,"Breeding season"
"2432","2020-05-16",2020,17.6205517316411,29.349781293157,5,17,137,30,46134220,16,28.6168955332158,"green",1,"Breeding season"
"2433","2020-05-16",2020,17.6205517316411,29.349781293157,5,17,137,30,46156014,16,28.6168955332158,"green",1,"Breeding season"
"2434","2020-05-01",2020,17.6205517316411,29.349781293157,5,2,122,30,46185121,1,17.6205517316411,"green",1,"Breeding season"
"2435","2017-09-03",2017,19.3202337133822,31.4298762568721,9,3,246,30,46214912,18,28.1745356887124,"green",1,"Non-Breeding season"
"2436","2020-05-15",2020,17.6205517316411,29.349781293157,5,16,136,30,46234591,10,26.5034374770793,"green",1,"Breeding season"
"2437","2020-05-16",2020,17.6205517316411,29.349781293157,5,17,137,30,46234925,14,29.349781293157,"green",1,"Breeding season"
"2438","2020-05-17",2020,17.6205517316411,29.349781293157,5,18,138,30,46266263,11,27.7260587832475,"green",1,"Breeding season"
"2439","2020-05-16",2020,17.6205517316411,29.349781293157,5,17,137,30,46266741,13,29.1651060082851,"brown",0,"Breeding season"
"2440","2017-10-30",2017,13.1307081136194,27.5999582555279,10,30,303,30,46446251,17,24.8606673240505,"green",1,"Non-Breeding season"
"2441","2020-05-21",2020,20.2301461158017,29.6198578016453,5,22,142,30,46777628,15,29.4736277432366,"green",1,"Breeding season"
"2442","2020-05-23",2020,17.6205517316411,29.349781293157,5,24,144,30,47010118,18,26.5503286672611,"brown",0,"Breeding season"
"2443","2020-05-10",2020,17.6205517316411,29.349781293157,5,11,131,30,47077951,2,17.6205517316411,"brown",0,"Breeding season"
"2444","2020-05-21",2020,17.6205517316411,29.349781293157,5,22,142,30,47161124,11,27.7397611494757,"green",1,"Breeding season"
"2445","2020-05-25",2020,17.6205517316411,29.349781293157,5,26,146,30,47291063,11,27.7520002913947,"green",1,"Breeding season"
"2446","2020-05-30",2020,20.2301461158017,29.6198578016453,5,31,151,30,47904416,18,27.4049375610127,"green",1,"Breeding season"
"2447","2020-05-31",2020,17.6205517316411,29.349781293157,6,1,152,30,48022525,13,29.1703263249354,"green",1,"Breeding season"
"2448","2020-06-01",2020,21.5469526709142,32.3766499025411,6,2,153,30,48149875,12,31.7198887968775,"brown",0,"Breeding season"
"2449","2004-08-29",2004,21.0737980607676,33.3436475526158,8,30,242,30,48167013,11,31.4744877276647,"brown",0,"Breeding season"
"2450","2020-06-05",2020,23.3461018813918,31.753021353229,6,6,157,30,48598301,20,27.1863799769614,"green",1,"Breeding season"
"2451","2020-06-06",2020,21.5469526709142,32.3766499025411,6,7,158,30,48743184,16,31.7239231243955,"green",1,"Breeding season"
"2452","2020-06-14",2020,21.5469526709142,32.3766499025411,6,15,166,30,49783926,20,26.5227289601717,"green",1,"Breeding season"
"2453","2020-06-23",2020,21.5469526709142,32.3766499025411,6,24,175,30,50673758,11,30.9379289107355,"green",1,"Breeding season"
"2454","2020-06-24",2020,23.3461018813918,31.753021353229,6,25,176,30,50812829,16,31.2502436151016,"green",1,"Breeding season"
"2455","2020-06-24",2020,23.3461018813918,31.753021353229,6,25,176,30,50841517,15,31.6263729535017,"green",1,"Breeding season"
"2456","2020-06-27",2020,21.5469526709142,32.3766499025411,6,28,179,30,51130272,14,32.3766499025411,"brown",0,"Breeding season"
"2457","2020-04-10",2020,16.2878001350174,26.493645344112,4,11,101,30,51327450,20,20.5665907328328,"green",1,"Breeding season"
"2458","2020-06-29",2020,21.5469526709142,32.3766499025411,6,30,181,30,51622274,17,30.9348473314648,"brown",0,"Breeding season"
"2459","2020-07-05",2020,24.0184000560216,34.1817839452619,7,6,187,30,52076509,11,32.8223736618203,"brown",0,"Breeding season"
"2460","2020-07-06",2020,24.0184000560216,34.1817839452619,7,7,188,30,52164931,11,32.820994777136,"green",1,"Breeding season"
"2461","2020-07-06",2020,24.0184000560216,34.1817839452619,7,7,188,30,52197689,17,32.820994777136,"green",1,"Breeding season"
"2462","2012-03-26",2012,13.2891728481357,24.3068495021015,3,27,86,30,52318289,12,23.4989070052137,"brown",0,"Non-Breeding season"
"2463","2012-11-09",2012,6.83543474214492,23.3561087518072,11,10,314,30,52318878,12,21.8867273152473,"brown",0,"Non-Breeding season"
"2464","2020-07-12",2020,24.0184000560216,34.1817839452619,7,13,194,30,52904044,23,26.1660982364557,"green",1,"Breeding season"
"2465","2020-07-20",2020,25.391792261205,33.0619621126196,7,21,202,30,53807735,18,31.2316235937428,"green",1,"Breeding season"
"2466","2020-07-21",2020,24.0184000560216,34.1817839452619,7,22,203,30,53870727,16,33.5549889187124,"brown",0,"Breeding season"
"2467","2020-07-22",2020,24.0184000560216,34.1817839452619,7,23,204,30,53993349,17,32.7869985149038,"green",1,"Breeding season"
"2468","2016-03-12",2016,10.6262998362277,23.6268630361361,3,13,72,30,54009268,17,21.4035987442127,"green",1,"Non-Breeding season"
"2469","2020-06-03",2020,21.5469526709142,32.3766499025411,6,4,155,30,54101686,22,24.4817152426893,"green",1,"Breeding season"
"2470","2020-07-23",2020,24.0184000560216,34.1817839452619,7,24,205,30,54806174,11,32.7841718158162,"green",1,"Breeding season"
"2471","2020-08-01",2020,22.7303412570314,35.2772080938932,8,2,214,30,55100644,20,28.2752850712728,"brown",0,"Breeding season"
"2472","2020-05-04",2020,17.6205517316411,29.349781293157,5,5,125,30,55597527,15,29.1592898286827,"green",1,"Breeding season"
"2473","2020-08-06",2020,22.7303412570314,35.2772080938932,8,7,219,30,55668681,9,30.5338372180595,"green",1,"Breeding season"
"2474","2020-08-08",2020,24.7236247974173,34.0242077599958,8,9,221,30,55791028,9,30.4899445497502,"green",1,"Breeding season"
"2475","2020-08-19",2020,22.7303412570314,35.2772080938932,8,20,232,30,56980361,19,29.9048643295406,"green",1,"Breeding season"
"2476","2020-08-23",2020,22.7303412570314,35.2772080938932,8,24,236,30,57411306,12,34.4320355805589,"green",1,"Breeding season"
"2477","2020-06-26",2020,21.5469526709142,32.3766499025411,6,27,178,30,57480022,20,26.5262021099063,"brown",0,"Breeding season"
"2478","2020-08-23",2020,22.7303412570314,35.2772080938932,8,24,236,30,57800040,9,30.3030590213854,"green",1,"Breeding season"
"2479","2020-08-31",2020,22.7303412570314,35.2772080938932,9,1,244,30,58215581,10,31.9263097840162,"green",1,"Non-Breeding season"
"2480","2020-09-03",2020,20.2146128587762,29.9496005320114,9,4,247,30,58729561,23,22.2769459387267,"green",1,"Non-Breeding season"
"2481","2020-09-05",2020,22.5187243390799,30.7339360145219,9,6,249,30,58809391,19,26.992597372797,"green",1,"Non-Breeding season"
"2482","2020-09-09",2020,22.5187243390799,30.7339360145219,9,10,253,30,59061368,14,30.7339360145219,"green",1,"Non-Breeding season"
"2483","2020-09-06",2020,22.5187243390799,30.7339360145219,9,7,250,30,59063985,18,28.4960109979203,"brown",0,"Non-Breeding season"
"2484","2020-09-19",2020,20.2146128587762,29.9496005320114,9,20,263,30,60285331,18,27.1768263859753,"green",1,"Non-Breeding season"
"2485","2020-09-27",2020,20.2146128587762,29.9496005320114,9,28,271,30,61293342,12,29.208345888353,"brown",0,"Non-Breeding season"
"2486","2020-10-04",2020,13.7908871175261,26.4927563064593,10,5,278,30,62069153,15,26.2421185404951,"brown",0,"Non-Breeding season"
"2487","2020-10-10",2020,13.7908871175261,26.4927563064593,10,11,284,30,62552537,20,18.8476660344501,"green",1,"Non-Breeding season"
"2488","2020-10-14",2020,16.9280758431361,27.5033822880725,10,15,288,30,62568356,18,23.9295716487518,"green",1,"Non-Breeding season"
"2489","2020-10-14",2020,13.7908871175261,26.4927563064593,10,15,288,30,62685506,13,26.2324897037891,"green",1,"Non-Breeding season"
"2490","2020-10-14",2020,13.7908871175261,26.4927563064593,10,15,288,30,62685525,13,26.2324897037891,"green",1,"Non-Breeding season"
"2491","2020-10-17",2020,13.7908871175261,26.4927563064593,10,18,291,30,62859102,13,26.229543832699,"green",1,"Non-Breeding season"
"2492","2020-10-17",2020,13.7908871175261,26.4927563064593,10,18,291,30,62863673,14,26.4927563064593,"green",1,"Non-Breeding season"
"2493","2020-09-25",2020,20.2146128587762,29.9496005320114,9,26,269,30,62952455,19,25.2595259108645,"brown",0,"Non-Breeding season"
"2494","2020-10-19",2020,13.7908871175261,26.4927563064593,10,20,293,30,63037305,9,20.4007716766399,"brown",0,"Non-Breeding season"
"2495","2020-10-19",2020,13.7908871175261,26.4927563064593,10,20,293,30,63053570,15,26.2275706785094,"brown",0,"Non-Breeding season"
"2496","2007-10-22",2007,14.0852830596422,28.3770987546002,10,22,295,30,63060236,16,27.1873215706741,"green",1,"Non-Breeding season"
"2497","2007-09-18",2007,20.3815411439298,32.161163447255,9,18,261,30,63060556,17,30.2456215998009,"green",1,"Non-Breeding season"
"2498","2007-09-21",2007,20.3815411439298,32.161163447255,9,21,264,30,63060559,11,30.2249752969196,"green",1,"Non-Breeding season"
"2499","2007-10-19",2007,14.0852830596422,28.3770987546002,10,19,292,30,63062502,18,23.4245573682932,"green",1,"Non-Breeding season"
"2500","2007-07-02",2007,22.3684297468577,31.2772230796433,7,2,183,30,63091654,18,29.2031980221235,"brown",0,"Breeding season"
"2501","2007-07-02",2007,22.3684297468577,31.2772230796433,7,2,183,30,63091657,11,30.0896425414506,"green",1,"Breeding season"
"2502","2020-10-19",2020,13.7908871175261,26.4927563064593,10,20,293,30,63123714,17,24.1720608459693,"green",1,"Non-Breeding season"
"2503","2020-10-25",2020,13.7908871175261,26.4927563064593,10,26,299,30,63486575,11,24.1215868368718,"green",1,"Non-Breeding season"
"2504","2020-11-04",2020,10.2104456231288,23.9971363896275,11,5,309,30,64211102,12,22.7909891973715,"brown",0,"Non-Breeding season"
"2505","2020-11-09",2020,10.2104456231288,23.9971363896275,11,10,314,30,64568686,21,14.6065380097266,"green",1,"Non-Breeding season"
"2506","2020-11-10",2020,10.2104456231288,23.9971363896275,11,11,315,30,64614020,13,23.6860940300766,"green",1,"Non-Breeding season"
"2507","2020-08-20",2020,24.7236247974173,34.0242077599958,8,21,233,30,65161846,20,28.7040634903762,"green",1,"Breeding season"
"2508","2015-08-24",2015,22.1252983509268,35.5038341766662,8,24,236,30,65207296,5,22.1252983509268,"green",1,"Breeding season"
"2509","2020-11-21",2020,10.2104456231288,23.9971363896275,11,22,326,30,65345053,12,22.7269909771112,"green",1,"Non-Breeding season"
"2510","2020-11-22",2020,10.2104456231288,23.9971363896275,11,23,327,30,65410563,10,19.1386797725306,"green",1,"Non-Breeding season"
"2511","2021-01-19",2021,7.74113921380909,17.8958398425749,1,19,19,30,68337547,14,17.8958398425749,"brown",0,"Non-Breeding season"
"2512","2021-01-31",2021,4.60134808832167,16.0870157981325,1,31,31,30,68890890,19,10.0996838125092,"green",1,"Non-Breeding season"
"2513","2021-01-26",2021,4.60134808832167,16.0870157981325,1,26,26,30,69282803,14,16.0870157981325,"brown",0,"Non-Breeding season"
"2514","2021-02-22",2021,2.22138836138222,13.6973063812614,2,22,53,30,70050014,17,11.5916069183175,"brown",0,"Non-Breeding season"
"2515","2021-02-26",2021,6.01841131186975,15.4266101135085,2,26,57,30,70198187,9,10.9583254040982,"green",1,"Non-Breeding season"
"2516","2021-03-01",2021,9.8631087989403,22.8122948372385,3,1,60,30,70570568,21,14.0321918468127,"brown",0,"Non-Breeding season"
"2517","2021-03-02",2021,9.8631087989403,22.8122948372385,3,2,61,30,70588262,14,22.8122948372385,"brown",0,"Non-Breeding season"
"2518","2021-03-06",2021,9.8631087989403,22.8122948372385,3,6,65,30,70710423,14,22.8122948372385,"brown",0,"Non-Breeding season"
"2519","2021-03-12",2021,9.8631087989403,22.8122948372385,3,12,71,30,71077075,16,21.8080460572624,"green",1,"Non-Breeding season"
"2520","2021-03-12",2021,9.8631087989403,22.8122948372385,3,12,71,30,71098886,18,18.8279407413494,"brown",0,"Non-Breeding season"
"2521","2021-03-12",2021,9.8631087989403,22.8122948372385,3,12,71,30,71143661,12,21.8080460572624,"brown",0,"Non-Breeding season"
"2522","2021-03-23",2021,13.0110659463711,23.0201051931999,3,23,82,30,71876988,11,21.3703338386792,"brown",0,"Non-Breeding season"
"2523","2021-03-30",2021,13.0110659463711,23.0201051931999,3,30,89,30,72476730,17,21.4115299360365,"green",1,"Non-Breeding season"
"2524","2021-03-31",2021,9.8631087989403,22.8122948372385,3,31,90,30,72645009,14,22.8122948372385,"brown",0,"Non-Breeding season"
"2525","2021-04-06",2021,12.0380203035703,24.2962895667532,4,6,96,30,73198958,16,23.4291808240094,"brown",0,"Breeding season"
"2526","2021-04-08",2021,15.8754724281094,24.8674939744657,4,8,98,30,73307799,11,23.4673420138036,"green",1,"Breeding season"
"2527","2021-04-09",2021,12.0380203035703,24.2962895667532,4,9,99,30,73909552,13,24.0798704547482,"green",1,"Breeding season"
"2528","2021-04-17",2021,15.8754724281094,24.8674939744657,4,17,107,30,74287267,19,20.9056469995117,"green",1,"Breeding season"
"2529","2021-04-23",2021,12.0380203035703,24.2962895667532,4,23,113,30,74988485,20,17.2811053153852,"brown",0,"Breeding season"
"2530","2021-04-26",2021,12.0380203035703,24.2962895667532,4,26,116,30,75366338,15,24.0917926456749,"green",1,"Breeding season"
"2531","2021-04-27",2021,15.8754724281094,24.8674939744657,4,27,117,30,75439183,12,24.2742970431358,"brown",0,"Breeding season"
"2532","2021-04-27",2021,15.8754724281094,24.8674939744657,4,27,117,30,75481430,23,17.775963938775,"green",1,"Breeding season"
"2533","2021-04-27",2021,15.8754724281094,24.8674939744657,4,27,117,30,75485205,0,15.8754724281094,"green",1,"Breeding season"
"2534","2021-04-30",2021,12.0380203035703,24.2962895667532,4,30,120,30,75997610,18,21.1955824454488,"brown",0,"Breeding season"
"2535","2021-04-30",2021,15.8754724281094,24.8674939744657,4,30,120,30,76019329,22,18.2771132956586,"green",1,"Breeding season"
"2536","2021-04-30",2021,12.0380203035703,24.2962895667532,4,30,120,30,76158175,16,23.4949183972554,"green",1,"Breeding season"
"2537","2021-05-01",2021,18.2595498793129,27.4279087594788,5,1,121,30,76621848,14,27.4279087594788,"brown",0,"Breeding season"
"2538","2021-05-01",2021,18.2595498793129,27.4279087594788,5,1,121,30,76622456,13,27.2772711065403,"green",1,"Breeding season"
"2539","2021-05-02",2021,18.2595498793129,27.4279087594788,5,2,122,30,76639349,14,27.4279087594788,"green",1,"Breeding season"
"2540","2021-05-02",2021,18.2595498793129,27.4279087594788,5,2,122,30,76960045,11,26.105528506829,"green",1,"Breeding season"
"2541","2021-04-07",2021,12.0380203035703,24.2962895667532,4,7,97,30,76989194,13,24.0783371878912,"brown",0,"Breeding season"
"2542","2021-05-03",2021,20.7369837346612,27.5192605240085,5,3,123,30,76992425,12,27.0797515720316,"green",1,"Breeding season"
"2543","2021-04-07",2021,12.0380203035703,24.2962895667532,4,7,97,30,76996340,13,24.0783371878912,"brown",0,"Breeding season"
"2544","2021-03-23",2021,9.8631087989403,22.8122948372385,3,23,82,30,77149337,20,15.1398357332698,"green",1,"Non-Breeding season"
"2545","2021-05-03",2021,20.7369837346612,27.5192605240085,5,3,123,30,77348307,17,26.5438185388893,"green",1,"Breeding season"
"2546","2021-04-08",2021,12.0380203035703,24.2962895667532,4,8,98,30,77479288,13,24.0791070426795,"brown",0,"Breeding season"
"2547","2021-05-01",2021,20.7369837346612,27.5192605240085,5,1,121,29,77857340,12,27.0747213297784,"green",1,"Breeding season"
"2548","2021-05-08",2021,18.2595498793129,27.4279087594788,5,8,128,30,77945561,13,27.2802405945795,"brown",0,"Breeding season"
"2549","2021-05-09",2021,18.2595498793129,27.4279087594788,5,9,129,30,78097497,13,27.2806377913588,"brown",0,"Breeding season"
"2550","2021-05-10",2021,18.2595498793129,27.4279087594788,5,10,130,30,78237003,11,26.1340678134435,"green",1,"Breeding season"
"2551","2021-05-11",2021,18.2595498793129,27.4279087594788,5,11,131,30,78394501,16,26.8465993576479,"green",1,"Breeding season"
"2552","2021-05-11",2021,18.2595498793129,27.4279087594788,5,11,131,30,78415688,18,25.1763856794931,"green",1,"Breeding season"
"2553","2014-11-02",2014,5.53373457199685,18.2527816212927,11,2,306,30,78487337,12,17.1514166163658,"brown",0,"Non-Breeding season"
"2554","2021-05-09",2021,18.2595498793129,27.4279087594788,5,9,129,30,78526263,22,20.7182978381596,"green",1,"Breeding season"
"2555","2021-04-14",2021,12.0380203035703,24.2962895667532,4,14,104,30,78749780,17,22.4260125186434,"brown",0,"Breeding season"
"2556","2021-04-28",2021,12.0380203035703,24.2962895667532,4,28,118,30,79103169,10,21.177517337493,"brown",0,"Breeding season"
"2557","2021-05-20",2021,20.7369837346612,27.5192605240085,5,20,140,29,79594623,14,27.5192605240085,"green",1,"Breeding season"
"2558","2021-05-22",2021,18.2595498793129,27.4279087594788,5,22,142,30,79866724,14,27.4279087594788,"green",1,"Breeding season"
"2559","2021-05-25",2021,20.7369837346612,27.5192605240085,5,25,145,30,80278525,16,27.1025161101809,"green",1,"Breeding season"
"2560","2021-05-26",2021,18.2595498793129,27.4279087594788,5,26,146,30,80379328,12,26.8655898488767,"green",1,"Breeding season"
"2561","2021-06-02",2021,24.2324757884841,31.5726168980531,6,2,153,30,81372475,14,31.5726168980531,"green",1,"Breeding season"
"2562","2021-06-06",2021,22.3084245370039,32.1239806684867,6,6,157,30,81957036,20,26.7921674030849,"brown",0,"Breeding season"
"2563","2021-05-08",2021,18.2595498793129,27.4279087594788,5,8,128,30,82355292,9,23.9687293620568,"brown",0,"Breeding season"
"2564","2021-06-10",2021,22.3084245370039,32.1239806684867,6,10,161,30,82633581,13,31.9753822487975,"green",1,"Breeding season"
"2565","2021-06-13",2021,22.3084245370039,32.1239806684867,6,13,164,30,82905406,16,31.5354218982516,"brown",0,"Breeding season"
"2566","2021-06-11",2021,22.3084245370039,32.1239806684867,6,11,162,30,83063612,22,24.9728138758337,"green",1,"Breeding season"
"2567","2021-06-16",2021,24.2324757884841,31.5726168980531,6,16,167,30,83279941,11,30.5963578722237,"green",1,"Breeding season"
"2568","2014-03-25",2014,6.41303145177647,19.2759791267121,3,25,84,30,83471701,0,6.41303145177647,"green",1,"Non-Breeding season"
"2569","2021-05-28",2021,18.2595498793129,27.4279087594788,5,28,148,30,83472623,15,27.286736886996,"green",1,"Breeding season"
"2570","2021-06-18",2021,22.3084245370039,32.1239806684867,6,18,169,30,83629687,9,28.6445011579035,"brown",0,"Breeding season"
"2571","2021-06-19",2021,24.2324757884841,31.5726168980531,6,19,170,30,83658002,12,31.1336361724456,"brown",0,"Breeding season"
"2572","2021-06-23",2021,22.3084245370039,32.1239806684867,6,23,174,30,84216254,15,31.9761545556934,"green",1,"Breeding season"
"2573","2021-06-25",2021,22.3084245370039,32.1239806684867,6,25,176,30,84550944,11,30.8197550187078,"brown",0,"Breeding season"
