"","id","segment","background"
"1",29602,0.421750663129974,0.425
"2",593264,0.378973105134474,0.336693548387097
"3",1286366,0.426573426573427,0.355555555555556
"4",1336149,0.300546448087432,0.305907172995781
"5",1580051,0.4,0.360887096774194
"6",1931079,0.396186440677966,0.53125
"7",1976875,0.375,0.419354838709677
"8",2656911,0.328947368421053,0.326923076923077
"9",2735158,0.413294797687861,0.375
"10",3022636,0.357833655705996,0.358974359
"11",3134980,0.393518518518519,0.330804249
"12",3135025,0.354409317803661,0.325581395348837
"13",3145620,0.3671875,0.324324324324324
"14",3184621,0.439153439153439,0.37037037037037
"15",3996035,0.38150289017341,0.585365853658537
"16",4824805,0.320754716981132,0.323529411764706
"17",5057785,0.383673469387755,0.41304347826087
"18",5084207,0.290909090909091,0.25
"19",5295475,0.357954545454545,0.346504559270517
"20",5613116,0.328205128205128,0.330508474576271
"21",5691265,0.333962264150943,0.342105263157895
"22",5928557,0.374045801526718,0.341040462427746
"23",6056725,0.396825396825397,0.402489626556017
"24",6954486,0.317460317460317,0.314285714285714
"25",7313413,0.383301707779886,0.363636363636364
"26",7944050,0.411347517730496,0.336405529953917
"27",8075039,0.375,0.317972350230415
"28",8103739,0.395121951219512,0.357142857142857
"29",8384209,0.39622641509434,0.347826086956522
"30",8427967,0.350746268656716,0.315217391304348
"31",8438465,0.350649350649351,0.333333333333333
"32",8647467,0.406015037593985,0.37012987012987
"33",8696763,0.427835051546392,0.334038054968288
"34",8722746,0.414035087719298,0.333333333333333
"35",8731834,0.392361111111111,0.341801385681293
"36",8758510,0.344,0.350877192982456
"37",8788677,0.41897233201581,0.413793103448276
"38",8797358,0.415204678362573,0.346938775510204
"39",8803904,0.4,0.333333333333333
"40",8965874,0.369158878504673,0.337907375643225
"41",9262281,0.373239436619718,0.348837209302326
"42",9380064,0.364864864864865,0.339449541284404
"43",10391132,0.338461538461538,0.346666666666667
"44",10421032,0.334394904458599,0.333333333333333
"45",10616339,0.351464435146443,0.333333333333333
"46",10680420,0.351309707241911,0.331818181818182
"47",10766237,0.326666666666667,0.346153846153846
"48",10775425,0.326923076923077,0.225806451612903
"49",11317226,0.376044568245125,0.334365325077399
"50",11328264,0.447488584474886,0.417989417989418
"51",11907427,0.340471092077088,0.339622641509434
"52",12061567,0.334101382488479,0.275
"53",12264493,0.390243902439024,0.34
"54",13479755,0.294915254237288,0.339622641509434
"55",13913056,0.353896103896104,0.365384615384615
"56",14237761,0.339393939393939,0.335144927536232
"57",14606505,0.515765765765766,0.53921568627451
"58",14827336,0.363934426229508,0.338709677419355
"59",16134234,0.423728813559322,0.349206349206349
"60",16793768,0.412398921832884,0.35042735042735
"61",17187980,0.393034825870647,0.4
"62",17487622,0.347826086956522,0.333333333333333
"63",17573672,0.302083333333333,0.324324324324324
"64",17758982,0.342431761786601,0.333333333333333
"65",18216503,0.348684210526316,0.333333333333333
"66",18297814,0.327272727272727,0.315789473684211
"67",18354548,0.370242214532872,0.328571428571429
"68",18359124,0.344594594594595,0.326923076923077
"69",18362075,0.4,0.411764705882353
"70",18367618,0.325301204819277,0.335984095427435
"71",18397923,0.341085271317829,0.330166270783848
"72",18642823,0.339506172839506,0.578947368421053
"73",20217877,0.32258064516129,0.325
"74",20281261,0.35427135678392,0.338068181818182
"75",20454111,0.390879478827362,0.346354166666667
"76",21083450,0.371287128712871,0.334745762711864
"77",21264017,0.370143149284254,0.371428571428571
"78",21289597,0.379396984924623,0.341463414634146
"79",21563615,0.363636363636364,0.333333333333333
"80",21745365,0.39527027027027,0.342105263157895
"81",21989087,0.366525423728814,0.348837209302326
"82",24848374,0.329704510108865,0.373239436619718
"83",24941359,0.378048780487805,0.432432432432432
"84",26062493,0.38695652173913,0.333333333333333
"85",26203204,0.308300395256917,0.239202657807309
"86",26210102,0.368421052631579,0.339468302658487
"87",26280200,0.44311377245509,0.336585365853659
"88",26495198,0.393939393939394,0.340909090909091
"89",27059931,0.390957446808511,0.452380952380952
"90",28369694,0.333333333333333,0.346153846153846
"91",28742217,0.413127413127413,0.393939393939394
"92",30405812,0.423728813559322,0.33641975308642
"93",30912511,0.464705882352941,0.387096774193548
"94",31047743,0.392592592592593,0.388888888888889
"95",31613896,0.417582417582418,0.433333333333333
"96",31887516,0.403189066059225,0.337837837837838
"97",32179127,0.375850340136054,0.375
"98",32274489,0.403614457831325,0.328125
"99",32375712,0.384384384384384,0.341176470588235
"100",32500038,0.387387387387387,0.340740740740741
"101",33381147,0.385008517887564,0.341463414634146
"102",33541238,0.345679012345679,0.344827586206897
"103",33704805,0.366438356164384,0.34061135371179
"104",33830793,0.373831775700935,0.406340057636888
"105",33902366,0.326352530541012,0.319148936170213
"106",34004738,0.353591160220994,0.319672131
"107",34004786,0.374331550802139,0.34375
"108",34319382,0.405797101449275,0.4
"109",34586784,0.322834645669291,0.333333333333333
"110",34630514,0.389312977099237,0.336898395721925
"111",34710407,0.409090909090909,0.333333333333333
"112",35015357,0.358796296296296,0.335164835164835
"113",35051437,0.345303867403315,0.311475409836066
"114",35169825,0.464285714285714,0.35
"115",35275099,0.354922279792746,0.332352941176471
"116",35621769,0.342710997442455,0.333333333333333
"117",35739486,0.358208955223881,0.337349397590361
"118",35909950,0.4,0.333333333333333
"119",36308333,0.380952380952381,0.352941176470588
"120",37241419,0.391891891891892,0.361111111111111
"121",37309434,0.366906474820144,0.32258064516129
"122",37462017,0.327485380116959,0.331896551724138
"123",37462042,0.335497835497836,0.333333333333333
"124",37792957,0.330383480825959,0.35
"125",37960439,0.315589353612167,0.333333333333333
"126",38479849,0.316062176165803,0.332814930015552
"127",38592781,0.336099585062241,0.341059602649007
"128",38616147,0.340782122905028,0.305555555555556
"129",38758666,0.388888888888889,0.345833333333333
"130",38782366,0.339869281045752,0.275
"131",39058197,0.321428571428571,0.326086956521739
"132",39200217,0.381868131868132,0.334246575342466
"133",39412314,0.349624060150376,0.333333333333333
"134",39505608,0.316143497757848,0.338983050847458
"135",39505623,0.309302325581395,0.32258064516129
"136",39510333,0.35031847133758,0.325581395348837
"137",39510334,0.350253807106599,0.425
"138",39579189,0.369077306733167,0.443089430894309
"139",39919676,0.418604651162791,0.399328859060403
"140",39935111,0.393939393939394,0.354838709677419
"141",40063142,0.45679012345679,0.363636363636364
"142",40145057,0.360323886639676,0.325513196480938
"143",40211591,0.380835380835381,0.366666666666667
"144",40482591,0.402877697841727,0.433333333333333
"145",41567704,0.340277777777778,0.334710743801653
"146",42082995,0.373493975903614,0.5
"147",42083017,0.349420849420849,0.411764705882353
"148",42141769,0.328947368421053,0.327272727272727
"149",42709895,0.333941605839416,0.325278810408922
"150",43195602,0.338235294117647,0.334645669291339
"151",43315682,0.333333333333333,0.336683417085427
"152",43315745,0.336065573770492,0.349862259
"153",43368998,0.397009966777409,0.40625
"154",43383804,0.47972972972973,0.364341085271318
"155",43641961,0.384920634920635,0.338028169014085
"156",43643187,0.367441860465116,0.331189710610932
"157",43788086,0.382716049382716,0.345762711864407
"158",44143107,0.367396593673966,0.333333333333333
"159",44734092,0.387951807228916,0.358974359
"160",44976543,0.338461538461538,0.375968992
"161",45118650,0.361111111111111,0.355072463768116
"162",45188472,0.389770723104056,0.358974359
"163",45329369,0.378006872852234,0.481481481481481
"164",45829869,0.332268370607029,0.285714285714286
"165",46277467,0.350467289719626,0.349315068493151
"166",46778743,0.348360655737705,0.333333333333333
"167",46976170,0.460431654676259,0.375
"168",47309831,0.352941176470588,0.333333333333333
"169",47655202,0.389380530973451,0.328571428571429
"170",48134148,0.37043795620438,0.425
"171",49148849,0.331877729257642,0.333333333333333
"172",49356132,0.362919132149901,0.342105263157895
"173",50050793,0.393518518518519,0.416666666666667
"174",50157024,0.349926793557833,0.431818181818182
"175",51527500,0.347747747747748,0.42911877394636
"176",51846228,0.337078651685393,0.315533980582524
"177",52260334,0.33739837398374,0.481481481481481
"178",52286417,0.342696629213483,0.335
"179",52900626,0.334782608695652,0.339622641509434
"180",53309091,0.378217821782178,0.3392
"181",53895342,0.398373983739837,0.387755102040816
"182",54962041,0.376996805111821,0.333333333333333
"183",55032229,0.397683397683398,0.359375
"184",56057335,0.355704697986577,0.380952380952381
"185",57256854,0.363636363636364,0.333919156414763
"186",58738084,0.374009508716323,0.436619718309859
"187",59169419,0.377358490566038,0.335115864527629
"188",59341406,0.433333333333333,0.367816092
"189",59732008,0.406926406926407,0.342465753424658
"190",60022706,0.404761904761905,0.333333333333333
"191",60091613,0.340540540540541,0.364102564102564
"192",60309168,0.404063205417607,0.339805825242718
"193",60460043,0.413793103448276,0.36734693877551
"194",60672432,0.381974248927039,0.333333333333333
"195",60732938,0.343680709534368,0.45985401459854
"196",60757026,0.379084967320261,0.35
"197",60763682,0.367441860465116,0.363636363636364
"198",61268353,0.354430379746835,0.355555555555556
"199",61385011,0.368141592920354,0.444444444444444
"200",61748598,0.383505154639175,0.333333333333333
"201",61961424,0.388758782201405,0.411290322580645
"202",62130171,0.33974358974359,0.32258064516129
"203",62135612,0.35,0.333333333333333
"204",62203577,0.424870466321244,0.383928571428571
"205",62224905,0.375586854460094,0.35195530726257
"206",62230401,0.356164383561644,0.434782608695652
"207",62230447,0.369127516778524,0.344827586206897
"208",62842539,0.336405529953917,0.338636363636364
"209",62916104,0.343283582089552,0.365853658536585
"210",62933840,0.378737541528239,0.335227272727273
"211",63049357,0.401041666666667,0.333333333333333
"212",63108624,0.387005649717514,0.340909090909091
"213",63110154,0.383333333333333,0.338028169014085
"214",63211104,0.367924528301887,0.37037037037037
"215",63346914,0.340148698884758,0.333333333333333
"216",63971316,0.375586854460094,0.340350877192982
"217",64049472,0.376731301939058,0.329365079365079
"218",64377022,0.346153846153846,0.335064935064935
"219",64383701,0.373271889400922,0.318181818181818
"220",64469865,0.311797752808989,0.309782608695652
"221",64773497,0.46218487394958,0.428571428571429
"222",65412341,0.333333333333333,0.333935018050542
"223",65504074,0.385416666666667,0.395348837209302
"224",65788663,0.386111111111111,0.38
"225",65788664,0.419075144508671,0.53781512605042
"226",66580682,0.34375,0.340909090909091
"227",66580905,0.351145038167939,0.341880341880342
"228",66782631,0.359173126614987,0.35
"229",67140823,0.384,0.391304348
"230",67150524,0.317460317460317,0.35
"231",67436416,0.30718954248366,0.333333333333333
"232",67524598,0.412256267409471,0.349206349206349
"233",67582486,0.381308411214953,0.387755102040816
"234",67929688,0.350877192982456,0.363636363636364
"235",67929724,0.391025641025641,0.333333333333333
"236",67936421,0.347517730496454,0.342105263157895
"237",67993707,0.430379746835443,0.466666666666667
"238",68916851,0.302631578947368,0.314285714285714
"239",69443293,0.355102040816327,0.344262295081967
"240",69578611,0.36304347826087,0.342105263157895
"241",69728516,0.338308457711443,0.352941176470588
"242",69993239,0.424479166666667,0.392156862745098
"243",70046602,0.37122969837587,0.442890442890443
"244",70064283,0.352480417754569,0.335443037974684
"245",70160522,0.385915492957746,0.340425531914894
"246",70266524,0.348441926345609,0.334558823529412
